species,breed_size,age,location,food_cost,preventive_cost,grooming_cost,total_annual_cost,risk_tier
Cat,Large,1,Urban,406784,12303,6920,489908,HIGH
Dog,Large,12,Semi-Urban,404904,11159,6238,485646,HIGH
Dog,Small,10,Semi-Urban,213151,11917,3407,262746,HIGH
Dog,Large,5,Urban,404533,8695,6970,483227,HIGH
Cat,Small,13,Semi-Urban,214157,10207,4192,262839,HIGH
Cat,Medium,4,Semi-Urban,304659,8458,5693,366631,HIGH
Dog,Medium,6,Urban,299316,10735,4881,362171,HIGH
Cat,Large,1,Semi-Urban,409318,10935,7090,491444,HIGH
Dog,Medium,3,Semi-Urban,301493,8370,5112,362221,HIGH
Cat,Small,10,Urban,212550,12980,3818,263750,HIGH
Dog,Large,8,Urban,407184,10406,7365,488698,HIGH
Cat,Large,5,Urban,407162,11965,6664,489659,HIGH
Cat,Small,2,Urban,213308,9453,3539,260245,HIGH
Dog,Medium,11,Semi-Urban,300404,8682,5860,362187,HIGH
Dog,Large,12,Urban,409657,13796,6679,494651,HIGH
Dog,Extra Large,5,Urban,497733,10776,9431,595631,HIGH
Dog,Small,3,Urban,209138,9600,4521,256747,HIGH
Dog,Large,8,Urban,409265,9633,7383,490223,HIGH
Dog,Extra Large,12,Urban,497517,12508,8268,596036,HIGH
Dog,Large,3,Semi-Urban,409322,8669,6463,488122,HIGH
Dog,Medium,7,Urban,301949,10579,4552,364642,HIGH
Dog,Medium,3,Urban,304193,10592,5745,368609,HIGH
Cat,Small,3,Urban,213139,10165,3676,261027,HIGH
Dog,Extra Large,5,Urban,495568,9900,9126,591783,HIGH
Dog,Medium,1,Urban,303941,13001,4411,369555,HIGH
Cat,Medium,1,Urban,301961,13139,5214,368361,HIGH
Cat,Medium,9,Urban,304243,12582,5424,370586,HIGH
Dog,Extra Large,2,Urban,496631,9418,8335,591541,HIGH
Dog,Medium,5,Urban,304673,10285,5135,368106,HIGH
Cat,Medium,12,Urban,301627,14090,4794,368587,HIGH
Dog,Medium,4,Urban,304051,10280,5082,367324,HIGH
Cat,Medium,10,Semi-Urban,300107,9937,5140,362461,HIGH
Cat,Small,9,Urban,216093,14548,2814,268473,HIGH
Dog,Medium,11,Semi-Urban,300451,10814,5688,364495,HIGH
Dog,Large,1,Semi-Urban,407358,11526,6688,489407,HIGH
Dog,Large,12,Urban,409340,13152,6710,493582,HIGH
Dog,Medium,8,Urban,296309,10133,5336,358544,HIGH
Dog,Small,8,Urban,212569,10626,3863,261116,HIGH
Dog,Small,9,Urban,214280,12684,3125,264602,HIGH
Dog,Large,9,Urban,409153,14198,6810,494685,HIGH
Cat,Large,11,Urban,410213,11346,7590,493521,HIGH
Dog,Extra Large,3,Urban,500784,8295,8453,595161,HIGH
Dog,Medium,13,Urban,299106,13309,5612,365731,HIGH
Cat,Large,9,Urban,408339,12211,6848,491507,HIGH
Cat,Medium,6,Semi-Urban,301543,7289,4107,359879,HIGH
Dog,Large,12,Urban,406008,13411,6514,489822,HIGH
Dog,Extra Large,9,Urban,494839,13749,8448,594591,HIGH
Dog,Small,5,Urban,213878,11224,4063,263539,HIGH
Dog,Medium,7,Urban,302073,10027,4192,363735,HIGH
Dog,Extra Large,4,Urban,497545,10107,8603,593693,HIGH
Dog,Medium,9,Semi-Urban,302305,9742,5789,365511,HIGH
Dog,Medium,9,Urban,301023,12827,4723,366358,HIGH
Dog,Medium,7,Semi-Urban,302607,7302,5164,362333,HIGH
Dog,Large,12,Semi-Urban,406614,9699,6677,486438,HIGH
Dog,Large,7,Semi-Urban,408234,8073,6490,486216,HIGH
Dog,Small,4,Urban,212626,12549,2650,261998,HIGH
Dog,Large,3,Semi-Urban,404664,9236,6536,483501,HIGH
Dog,Large,12,Urban,407075,12849,6771,490699,HIGH
Dog,Medium,6,Urban,299479,10728,4796,362253,HIGH
Cat,Large,3,Urban,406587,10247,7041,487456,HIGH
Dog,Extra Large,7,Semi-Urban,496819,7797,8681,590291,HIGH
Cat,Medium,11,Semi-Urban,300072,10179,5655,363291,HIGH
Dog,Small,13,Semi-Urban,213753,12236,3247,263621,HIGH
Dog,Small,4,Semi-Urban,212654,8522,4022,258977,HIGH
Dog,Small,1,Urban,215360,12576,2967,265538,HIGH
Dog,Extra Large,1,Urban,498745,12152,8739,597581,HIGH
Dog,Small,7,Urban,215765,10720,4064,265131,HIGH
Cat,Medium,13,Urban,303582,13174,5867,371016,HIGH
Dog,Small,6,Semi-Urban,212220,7339,3267,256249,HIGH
Dog,Large,1,Urban,405666,11919,7474,488817,HIGH
Cat,Medium,12,Semi-Urban,302704,10085,5652,366207,HIGH
Cat,Extra Large,12,Urban,495279,13901,8580,595424,HIGH
Dog,Large,1,Urban,407513,13430,7043,492183,HIGH
Cat,Medium,7,Urban,303751,12120,4692,368647,HIGH
Dog,Large,10,Semi-Urban,405621,10077,6742,485806,HIGH
Dog,Medium,2,Semi-Urban,301224,7990,4673,360970,HIGH
Dog,Small,10,Urban,212957,12436,3719,263478,HIGH
Cat,Small,11,Urban,216097,14238,3917,269389,HIGH
Cat,Large,6,Urban,408286,9018,7213,488194,HIGH
Dog,Large,3,Urban,404699,8635,7342,483777,HIGH
Dog,Large,8,Semi-Urban,406355,8546,7953,486282,HIGH
Dog,Large,8,Urban,405347,9195,5867,483470,HIGH
Dog,Large,10,Semi-Urban,410232,10768,7225,492458,HIGH
Dog,Extra Large,9,Urban,499591,13076,8018,598787,HIGH
Dog,Small,13,Urban,209462,12985,3344,259659,HIGH
Cat,Medium,9,Semi-Urban,301300,11111,4767,364754,HIGH
Cat,Small,3,Urban,209591,8601,4209,255761,HIGH
Dog,Medium,1,Urban,306555,13784,4024,373017,HIGH
Dog,Medium,7,Urban,304295,11625,4720,368736,HIGH
Dog,Medium,3,Urban,303995,10705,6214,369051,HIGH
Dog,Large,4,Urban,408310,11374,6373,489965,HIGH
Dog,Small,11,Urban,213971,14091,3370,266146,HIGH
Dog,Medium,13,Urban,300241,12487,5536,366003,HIGH
Dog,Large,11,Urban,409439,11879,6575,492076,HIGH
Dog,Medium,8,Urban,304300,10038,6011,368401,HIGH
Dog,Medium,5,Urban,303210,8793,4897,364435,HIGH
Dog,Medium,8,Semi-Urban,300507,8798,3716,359974,HIGH
Dog,Large,7,Semi-Urban,409231,7098,7273,487142,HIGH
Cat,Large,8,Urban,405894,10231,6267,485750,HIGH
Dog,Extra Large,6,Semi-Urban,501606,7936,8134,595327,HIGH
Dog,Small,6,Urban,221060,8767,3409,268221,HIGH
Dog,Medium,4,Semi-Urban,302368,8774,5174,363763,HIGH
Cat,Medium,3,Urban,304092,8841,4875,365479,HIGH
Cat,Medium,13,Urban,301855,13107,5096,368066,HIGH
Dog,Medium,4,Semi-Urban,303586,7039,4742,362672,HIGH
Dog,Medium,3,Semi-Urban,302735,7325,5193,362540,HIGH
Dog,Large,2,Semi-Urban,409076,7984,7269,487978,HIGH
Cat,Medium,11,Urban,301634,12513,5049,367075,HIGH
Dog,Small,9,Urban,212705,12266,3772,263054,HIGH
Cat,Small,10,Urban,215406,12823,2802,265685,HIGH
Cat,Extra Large,2,Urban,495890,9927,8333,591272,HIGH
Cat,Large,1,Semi-Urban,411980,9290,6490,491924,HIGH
Dog,Medium,2,Urban,301892,9529,4724,363566,HIGH
Cat,Medium,5,Urban,300693,11046,4522,363700,HIGH
Dog,Small,1,Semi-Urban,211958,10715,3745,260380,HIGH
Dog,Small,3,Urban,206655,9497,3579,252690,HIGH
Dog,Small,6,Urban,214158,10272,4824,263642,HIGH
Cat,Small,10,Semi-Urban,213418,10149,4242,261980,HIGH
Dog,Medium,1,Urban,301094,13408,4218,366528,HIGH
Cat,Large,11,Urban,408476,13860,7318,494102,HIGH
Dog,Extra Large,5,Urban,496091,8487,8269,589774,HIGH
Dog,Medium,7,Urban,302274,8653,5141,363478,HIGH
Dog,Medium,7,Semi-Urban,302452,7718,5981,363573,HIGH
Dog,Small,12,Urban,212447,14511,3115,264583,HIGH
Dog,Large,1,Semi-Urban,409091,10264,6849,490134,HIGH
Dog,Large,11,Urban,413181,12456,7171,497729,HIGH
Dog,Small,1,Semi-Urban,212234,10618,3337,260117,HIGH
Dog,Medium,13,Urban,303199,12152,4717,368078,HIGH
Dog,Medium,9,Semi-Urban,303959,8661,5465,365797,HIGH
Dog,Extra Large,12,Urban,497181,12749,7744,595325,HIGH
Dog,Medium,8,Semi-Urban,299300,7936,5122,359211,HIGH
Dog,Medium,5,Urban,299882,10091,4313,361428,HIGH
Dog,Extra Large,5,Urban,502241,10985,8573,600068,HIGH
Dog,Extra Large,12,Urban,497969,12815,9121,597890,HIGH
Dog,Medium,4,Semi-Urban,302313,7366,5408,362350,HIGH
Cat,Large,13,Semi-Urban,412082,10707,5995,493101,HIGH
Dog,Medium,2,Urban,299254,10401,5392,362304,HIGH
Cat,Small,1,Semi-Urban,212330,11093,3158,260568,HIGH
Dog,Small,11,Urban,212893,11701,3790,262641,HIGH
Cat,Large,4,Urban,405787,11515,6711,487614,HIGH
Cat,Large,12,Urban,406642,13395,5634,489521,HIGH
Cat,Medium,2,Urban,300861,10986,5099,364487,HIGH
Dog,Medium,11,Urban,296326,12999,5511,362061,HIGH
Dog,Large,3,Semi-Urban,407519,7554,6491,484798,HIGH
Cat,Medium,7,Urban,301596,10896,5841,366082,HIGH
Dog,Small,7,Semi-Urban,215382,6945,2936,259052,HIGH
Dog,Large,10,Urban,410265,13622,7130,495669,HIGH
Dog,Large,3,Urban,410622,10776,6971,492624,HIGH
Dog,Small,4,Semi-Urban,210158,9223,3714,256559,HIGH
Dog,Small,5,Urban,212988,11264,3455,261863,HIGH
Cat,Large,1,Urban,406092,12779,6902,489638,HIGH
Dog,Large,1,Urban,408479,12593,6689,491925,HIGH
Dog,Medium,2,Urban,302774,10820,4857,366218,HIGH
Cat,Medium,11,Urban,304746,13165,5162,371533,HIGH
Dog,Medium,4,Urban,299276,9022,7149,362764,HIGH
Dog,Medium,5,Urban,299485,10165,6143,363161,HIGH
Cat,Medium,8,Urban,300877,8978,4696,361733,HIGH
Cat,Large,7,Urban,411711,10019,6937,492967,HIGH
Dog,Medium,11,Urban,300237,13041,5305,366370,HIGH
Cat,Large,10,Urban,407908,12681,7441,492234,HIGH
Dog,Large,7,Semi-Urban,405328,9599,7948,486306,HIGH
Dog,Small,13,Urban,213988,12499,3362,264326,HIGH
Dog,Medium,6,Urban,302044,8471,4750,362554,HIGH
Dog,Large,4,Urban,404693,9368,7236,484491,HIGH
Dog,Small,8,Semi-Urban,214403,9476,3088,261012,HIGH
Dog,Large,5,Urban,407876,10374,6575,488548,HIGH
Dog,Extra Large,11,Semi-Urban,495141,11400,8295,592061,HIGH
Dog,Large,6,Urban,407281,8846,7105,486716,HIGH
Dog,Small,4,Urban,215205,8453,3431,261152,HIGH
Dog,Medium,12,Semi-Urban,297260,9548,6132,359881,HIGH
Dog,Large,10,Semi-Urban,405858,10495,7679,487636,HIGH
Dog,Medium,3,Urban,303777,9940,4751,366238,HIGH
Dog,Large,12,Semi-Urban,410296,11552,7304,493524,HIGH
Cat,Medium,4,Urban,302677,10027,4413,364684,HIGH
Dog,Medium,10,Urban,301912,13268,4292,367392,HIGH
Dog,Medium,11,Urban,306297,12364,5809,373140,HIGH
Dog,Extra Large,3,Semi-Urban,494672,8852,7829,588055,HIGH
Cat,Extra Large,10,Semi-Urban,496803,11113,8608,594002,HIGH
Dog,Medium,8,Urban,305668,10636,4535,368964,HIGH
Cat,Small,2,Urban,211641,10637,3536,259686,HIGH
Dog,Medium,4,Urban,299775,8553,5380,360764,HIGH
Dog,Medium,2,Urban,301072,8276,4839,361315,HIGH
Dog,Medium,2,Urban,299498,10287,5564,362651,HIGH
Cat,Small,8,Urban,213828,12028,4067,264411,HIGH
Dog,Large,11,Semi-Urban,409406,8121,6848,488031,HIGH
Dog,Extra Large,1,Urban,493503,13117,8137,591970,HIGH
Dog,Medium,6,Urban,303861,10269,4620,366562,HIGH
Cat,Medium,5,Urban,303253,10238,5606,366961,HIGH
Dog,Medium,7,Urban,301385,10314,4702,363861,HIGH
Dog,Extra Large,5,Urban,502792,9785,8069,598742,HIGH
Dog,Medium,12,Urban,299926,13472,4753,365873,HIGH
Cat,Medium,5,Semi-Urban,301004,9221,4620,362071,HIGH
Dog,Small,4,Urban,214759,8871,3027,260655,HIGH
Dog,Extra Large,12,Semi-Urban,498248,9634,7920,593172,HIGH
Dog,Small,1,Urban,212102,13470,3512,263446,HIGH
Dog,Extra Large,8,Urban,499423,9745,8799,595662,HIGH
Dog,Medium,6,Urban,302158,10941,5684,366600,HIGH
Dog,Extra Large,10,Urban,497853,12543,7874,596010,HIGH
Cat,Large,3,Urban,412429,9036,6572,492242,HIGH
Cat,Medium,11,Urban,301604,13196,4827,367571,HIGH
Dog,Large,11,Urban,403637,12056,7814,487033,HIGH
Cat,Medium,10,Urban,303080,11817,4719,367558,HIGH
Dog,Medium,1,Urban,301892,14000,4716,368699,HIGH
Dog,Large,3,Urban,408188,10070,7843,490016,HIGH
Dog,Small,9,Urban,212128,12424,3148,261855,HIGH
Dog,Medium,3,Urban,302509,9758,4569,364361,HIGH
Dog,Medium,12,Semi-Urban,303268,10708,4705,366483,HIGH
Dog,Large,9,Urban,409010,13387,6715,493478,HIGH
Dog,Medium,6,Urban,302491,11552,4329,366127,HIGH
Cat,Large,1,Urban,404248,11616,6957,486244,HIGH
Dog,Medium,1,Semi-Urban,300381,10281,4530,362470,HIGH
Cat,Small,10,Urban,216046,12856,4403,268300,HIGH
Dog,Medium,11,Urban,300342,15384,4227,367945,HIGH
Cat,Large,5,Urban,408494,8841,6648,487580,HIGH
Dog,Large,1,Urban,409028,13378,7491,494381,HIGH
Dog,Large,10,Urban,408761,12696,7133,492878,HIGH
Cat,Medium,3,Urban,300952,8268,4503,360781,HIGH
Cat,Medium,5,Urban,302151,10113,4702,364510,HIGH
Dog,Medium,2,Urban,304825,10745,5197,368882,HIGH
Dog,Extra Large,11,Urban,499160,13097,8458,598822,HIGH
Dog,Medium,7,Urban,304074,10802,5507,368440,HIGH
Dog,Small,10,Semi-Urban,215833,9872,3344,263406,HIGH
Dog,Small,10,Urban,214617,12299,4387,265998,HIGH
Dog,Small,12,Urban,214643,13004,3583,265914,HIGH
Dog,Large,7,Semi-Urban,408847,9051,6441,487989,HIGH
Dog,Small,11,Urban,213045,14724,3828,266336,HIGH
Cat,Large,9,Semi-Urban,409167,8939,8048,490077,HIGH
Dog,Large,11,Urban,405378,13090,7392,489739,HIGH
Dog,Small,6,Urban,211168,10543,3277,258736,HIGH
Dog,Large,7,Urban,410317,9994,6366,490678,HIGH
Cat,Small,4,Semi-Urban,210934,6590,4317,255117,HIGH
Dog,Extra Large,9,Urban,497321,13762,7720,596623,HIGH
Cat,Medium,3,Urban,299832,9897,4803,361711,HIGH
Dog,Small,7,Urban,213807,9137,4216,261234,HIGH
Dog,Large,12,Urban,408131,11159,7527,490839,HIGH
Dog,Large,11,Urban,407742,12439,7475,491804,HIGH
Cat,Medium,13,Urban,304600,12567,5661,371252,HIGH
Dog,Medium,1,Urban,299972,12786,5446,365934,HIGH
Cat,Medium,3,Urban,303176,8808,4644,364122,HIGH
Dog,Small,8,Urban,214521,8428,3637,260573,HIGH
Cat,Small,4,Semi-Urban,210552,9431,4114,257711,HIGH
Dog,Small,7,Urban,212422,9450,3917,259657,HIGH
Dog,Medium,11,Urban,299330,11536,4667,362862,HIGH
Cat,Large,9,Urban,409713,13538,6882,494652,HIGH
Dog,Small,1,Urban,213280,13372,3437,264602,HIGH
Dog,Medium,1,Semi-Urban,301587,9579,5011,363603,HIGH
Dog,Medium,4,Urban,298915,9471,5935,361469,HIGH
Cat,Medium,7,Urban,302487,9947,5278,365368,HIGH
Dog,Small,7,Urban,213992,9718,3915,261768,HIGH
Dog,Small,1,Urban,211109,13644,3277,262234,HIGH
Dog,Small,4,Urban,215262,10809,4104,264701,HIGH
Dog,Medium,1,Semi-Urban,299197,10245,5618,362319,HIGH
Dog,Medium,8,Urban,300836,10379,4621,363211,HIGH
Dog,Medium,13,Semi-Urban,297129,10596,4935,359559,HIGH
Dog,Medium,3,Urban,300401,11664,4955,364573,HIGH
Dog,Large,7,Urban,408677,9804,6939,489233,HIGH
Dog,Large,7,Urban,409927,10650,6273,490877,HIGH
Cat,Medium,11,Urban,302821,13833,4981,369880,HIGH
Dog,Medium,5,Urban,302679,9310,4959,364490,HIGH
Cat,Extra Large,12,Urban,498200,11778,9119,596961,HIGH
Dog,Large,1,Urban,410287,12466,7064,494289,HIGH
Dog,Large,2,Urban,408303,10200,7434,489827,HIGH
Dog,Large,10,Semi-Urban,408829,8757,7111,488401,HIGH
Dog,Medium,12,Semi-Urban,300368,10164,4775,362603,HIGH
Dog,Medium,8,Urban,302177,9270,5162,364100,HIGH
Cat,Extra Large,8,Urban,498129,9492,9053,594175,HIGH
Dog,Medium,13,Semi-Urban,301339,10568,4854,364275,HIGH
Dog,Medium,13,Urban,300621,14556,5269,368512,HIGH
Dog,Medium,12,Urban,301749,14288,4840,369008,HIGH
Cat,Large,13,Semi-Urban,410431,9315,6848,490583,HIGH
Dog,Small,2,Urban,211758,10190,3881,259703,HIGH
Dog,Small,1,Urban,214026,12663,4739,266142,HIGH
Dog,Medium,7,Urban,302403,10213,4522,364708,HIGH
Dog,Small,2,Urban,215082,10296,3244,262915,HIGH
Dog,Large,5,Urban,407268,9346,6579,486671,HIGH
Dog,Medium,4,Urban,306842,10745,5551,371608,HIGH
Dog,Large,9,Semi-Urban,405500,11151,6744,486904,HIGH
Cat,Small,2,Urban,210516,9333,3958,257378,HIGH
Dog,Medium,12,Semi-Urban,301801,11212,5906,366756,HIGH
Cat,Medium,3,Urban,303790,10608,5416,367786,HIGH
Dog,Large,6,Urban,408207,9183,7050,488106,HIGH
Dog,Medium,9,Semi-Urban,299079,10194,5308,361768,HIGH
Cat,Extra Large,2,Urban,497958,9770,8567,593739,HIGH
Dog,Medium,9,Semi-Urban,298960,9630,4988,360614,HIGH
Dog,Large,6,Urban,406815,10034,6398,486734,HIGH
Dog,Small,8,Semi-Urban,212391,7414,3848,257200,HIGH
Dog,Large,10,Urban,411373,12595,6612,495167,HIGH
Dog,Medium,5,Semi-Urban,303832,7264,5680,364292,HIGH
Cat,Small,6,Urban,212124,8437,3049,257151,HIGH
Dog,Small,2,Urban,213519,9739,2779,259942,HIGH
Dog,Medium,5,Semi-Urban,301414,8173,4624,361342,HIGH
Dog,Extra Large,12,Urban,496712,13659,7312,595335,HIGH
Dog,Large,11,Semi-Urban,412580,9782,7412,494240,HIGH
Dog,Small,5,Urban,215541,8699,4766,263356,HIGH
Cat,Large,9,Urban,410307,12294,7414,494517,HIGH
Dog,Medium,9,Semi-Urban,304121,10149,4320,366378,HIGH
Dog,Medium,3,Urban,300012,10612,6074,364202,HIGH
Cat,Medium,3,Urban,299924,9743,5286,362195,HIGH
Dog,Small,13,Semi-Urban,214189,10732,4056,263323,HIGH
Dog,Small,10,Semi-Urban,211753,9658,3050,258130,HIGH
Dog,Large,12,Urban,410964,11927,7214,494620,HIGH
Dog,Large,1,Semi-Urban,405112,10170,6034,484513,HIGH
Cat,Extra Large,6,Urban,499729,10590,9589,597894,HIGH
Dog,Medium,10,Urban,300275,13583,5157,366867,HIGH
Cat,Medium,13,Urban,301689,12377,5162,367112,HIGH
Dog,Medium,8,Urban,301654,10364,4716,364244,HIGH
Dog,Large,11,Urban,407412,12542,5811,489629,HIGH
Dog,Medium,4,Urban,303743,10741,4822,367201,HIGH
Dog,Large,3,Urban,409231,10577,6876,490686,HIGH
Dog,Medium,10,Urban,305944,13214,5426,373271,HIGH
Dog,Extra Large,11,Urban,499010,14375,7834,599401,HIGH
Dog,Medium,5,Urban,303582,10312,6122,368018,HIGH
Dog,Medium,7,Urban,300769,10373,5234,363832,HIGH
Dog,Small,2,Semi-Urban,214547,7445,3533,259353,HIGH
Dog,Medium,8,Urban,298245,9924,5765,361024,HIGH
Dog,Medium,5,Semi-Urban,300997,5810,5025,358606,HIGH
Dog,Medium,3,Urban,302366,10338,4523,364811,HIGH
Dog,Medium,13,Urban,299479,13158,4325,364506,HIGH
Dog,Small,1,Urban,212413,12948,3981,263743,HIGH
Dog,Extra Large,9,Urban,496579,12590,7911,594642,HIGH
Cat,Large,6,Semi-Urban,406631,8086,6546,484452,HIGH
Dog,Medium,2,Urban,301328,9105,5295,363087,HIGH
Cat,Medium,4,Urban,299881,9841,4428,361272,HIGH
Dog,Medium,7,Urban,301517,10190,5920,365271,HIGH
Dog,Medium,10,Urban,302875,13573,5319,370032,HIGH
Dog,Small,8,Semi-Urban,213432,9015,3781,260162,HIGH
Dog,Medium,6,Urban,303442,9611,4912,365659,HIGH
Dog,Large,6,Urban,410605,8973,6528,490021,HIGH
Dog,Medium,3,Semi-Urban,298361,7708,4493,357146,HIGH
Cat,Large,9,Urban,409509,10483,7471,491582,HIGH
Dog,Medium,12,Semi-Urban,305660,9704,4789,368175,HIGH
Cat,Medium,8,Urban,303245,10663,4921,366653,HIGH
Dog,Medium,12,Semi-Urban,298969,11057,5754,363147,HIGH
Dog,Medium,9,Urban,303860,13542,5098,370875,HIGH
Dog,Small,7,Semi-Urban,211144,7949,3520,256004,HIGH
Dog,Large,13,Semi-Urban,407426,9246,7896,488253,HIGH
Dog,Medium,11,Urban,302151,13448,5293,369025,HIGH
Dog,Large,2,Semi-Urban,410481,6131,6635,486734,HIGH
Dog,Small,1,Semi-Urban,212715,10703,3166,260571,HIGH
Dog,Medium,5,Urban,302323,9753,4597,364173,HIGH
Dog,Small,13,Semi-Urban,214486,11288,3268,263398,HIGH
Dog,Medium,8,Urban,303011,9213,4835,364617,HIGH
Cat,Large,10,Urban,407360,12658,6593,490602,HIGH
Cat,Small,9,Urban,213404,12144,3893,263857,HIGH
Dog,Medium,12,Urban,301521,12119,5692,367231,HIGH
Dog,Large,9,Urban,407928,11912,6475,490262,HIGH
Cat,Small,2,Urban,213978,10971,4003,263294,HIGH
Dog,Large,5,Urban,408616,9622,7067,489100,HIGH
Dog,Small,6,Urban,210875,9700,3363,257528,HIGH
Dog,Medium,6,Urban,298775,11375,5150,362595,HIGH
Dog,Large,6,Semi-Urban,409138,7728,6728,487133,HIGH
Dog,Large,4,Semi-Urban,408247,7264,6256,485032,HIGH
Cat,Extra Large,2,Urban,496777,8095,8440,590308,HIGH
Dog,Medium,11,Urban,300977,14194,5796,369112,HIGH
Dog,Large,13,Semi-Urban,409681,10460,6665,490826,HIGH
Dog,Medium,6,Urban,305669,9378,5893,369081,HIGH
Dog,Extra Large,6,Urban,498509,8406,8968,593265,HIGH
Dog,Medium,7,Semi-Urban,301768,7784,5389,362182,HIGH
Dog,Small,4,Urban,215311,10764,3644,264176,HIGH
Cat,Small,6,Semi-Urban,211851,7158,3515,255902,HIGH
Dog,Small,1,Urban,212104,12409,3824,262587,HIGH
Dog,Small,9,Urban,213789,13595,4118,266227,HIGH
Dog,Large,11,Urban,409203,12635,7092,493269,HIGH
Dog,Extra Large,1,Urban,500233,11827,9192,599439,HIGH
Dog,Medium,10,Urban,303407,13623,5380,370771,HIGH
Dog,Large,7,Semi-Urban,405624,6889,6605,481985,HIGH
Dog,Medium,13,Urban,299441,14446,5064,366793,HIGH
Dog,Small,5,Urban,216931,10125,4663,266476,HIGH
Cat,Medium,3,Urban,298138,10217,5272,360671,HIGH
Dog,Medium,11,Urban,302036,13414,4782,368266,HIGH
Dog,Large,1,Semi-Urban,406689,10830,7184,488408,HIGH
Dog,Medium,12,Semi-Urban,300730,10103,5224,363465,HIGH
Cat,Large,5,Semi-Urban,408347,6877,6696,485208,HIGH
Dog,Small,1,Urban,216141,13000,3640,267698,HIGH
Dog,Small,1,Urban,214499,13635,2898,265686,HIGH
Cat,Medium,11,Urban,302410,12383,6187,369127,HIGH
Dog,Small,6,Urban,212657,10427,4254,261438,HIGH
Dog,Medium,13,Urban,300207,10575,5238,363423,HIGH
Dog,Large,9,Urban,407909,11635,6186,489589,HIGH
Cat,Large,1,Urban,407781,12698,7837,492563,HIGH
Dog,Small,8,Urban,214643,10190,3475,262554,HIGH
Dog,Large,11,Urban,407025,13888,6752,491814,HIGH
Dog,Large,8,Semi-Urban,408447,7184,7603,486719,HIGH
Dog,Extra Large,8,Urban,499965,9795,8184,595635,HIGH
Dog,Medium,8,Urban,297934,10770,5362,361175,HIGH
Dog,Small,13,Semi-Urban,214445,9804,3216,261584,HIGH
Dog,Medium,2,Urban,300797,11932,5573,366047,HIGH
Dog,Medium,8,Semi-Urban,301330,9023,5030,362690,HIGH
Dog,Small,12,Urban,211997,13567,3841,263815,HIGH
Cat,Large,3,Urban,406879,10276,6772,487516,HIGH
Dog,Small,8,Urban,213234,9581,2927,259603,HIGH
Dog,Extra Large,13,Semi-Urban,494564,9815,8192,589456,HIGH
Dog,Extra Large,9,Urban,497276,13155,9073,597429,HIGH
Cat,Medium,11,Urban,301744,13991,4893,368722,HIGH
Dog,Small,12,Semi-Urban,210883,11519,3193,259434,HIGH
Dog,Large,6,Urban,408806,9224,6249,487920,HIGH
Dog,Medium,4,Semi-Urban,302246,6367,5421,361139,HIGH
Dog,Medium,6,Urban,303809,10081,5218,366974,HIGH
Dog,Small,13,Semi-Urban,213199,10621,3823,261789,HIGH
Dog,Large,9,Urban,410758,13535,6326,495211,HIGH
Dog,Large,12,Urban,406657,13921,7342,492108,HIGH
Dog,Medium,13,Semi-Urban,299716,10637,5823,363602,HIGH
Dog,Medium,3,Urban,301981,8775,5860,364108,HIGH
Dog,Medium,1,Semi-Urban,303635,11064,5373,368082,HIGH
Dog,Small,11,Urban,213884,12382,3229,263919,HIGH
Dog,Medium,12,Urban,302572,11705,4683,366804,HIGH
Dog,Large,2,Semi-Urban,408178,7176,7242,485985,HIGH
Dog,Medium,2,Urban,302400,9808,5095,364898,HIGH
Cat,Small,13,Semi-Urban,210159,9597,3865,257164,HIGH
Cat,Large,7,Urban,409164,10212,7035,490372,HIGH
Cat,Large,1,Semi-Urban,405880,10248,6623,486163,HIGH
Dog,Medium,13,Semi-Urban,304097,10494,5643,368269,HIGH
Cat,Small,6,Semi-Urban,215756,6987,4248,261039,HIGH
Dog,Extra Large,4,Urban,494349,10178,8198,589633,HIGH
Dog,Large,8,Urban,409960,11146,7430,492816,HIGH
Dog,Medium,4,Semi-Urban,299173,8514,4137,358597,HIGH
Dog,Small,11,Semi-Urban,214415,10200,2600,261297,HIGH
Dog,Extra Large,12,Urban,496746,12616,8625,595685,HIGH
Dog,Medium,4,Urban,300277,10173,6080,364009,HIGH
Dog,Large,6,Urban,409260,8153,7445,488586,HIGH
Dog,Medium,1,Urban,299891,13458,5961,367206,HIGH
Dog,Large,10,Urban,408236,14483,6324,493399,HIGH
Dog,Large,1,Semi-Urban,406306,10715,6551,487107,HIGH
Dog,Medium,2,Urban,301721,8960,5027,363064,HIGH
Cat,Large,3,Semi-Urban,405482,8280,6974,483846,HIGH
Dog,Medium,4,Semi-Urban,302041,8242,3933,361348,HIGH
Cat,Medium,5,Urban,303188,8871,5821,365562,HIGH
Cat,Small,5,Urban,210951,9093,3269,256809,HIGH
Cat,Medium,6,Urban,302692,7535,4790,362269,HIGH
Dog,Medium,9,Urban,302122,13918,4539,368665,HIGH
Dog,Large,12,Urban,409001,13228,7166,493804,HIGH
Dog,Medium,8,Semi-Urban,301714,8563,5559,363211,HIGH
Dog,Medium,13,Semi-Urban,301070,9402,5165,362982,HIGH
Dog,Medium,5,Urban,301869,10295,5257,365034,HIGH
Dog,Medium,11,Urban,302893,10654,4736,366025,HIGH
Dog,Medium,2,Urban,305738,8789,6237,368878,HIGH
Cat,Medium,10,Semi-Urban,301967,10076,4758,364321,HIGH
